V(V)   ;I(A)   ;P(W)   ; V*(V)  ;I*(A)  ;P*(W)  ;Pm*(W);Voc*(V);Isc*(A);Vm*(V);Im*(A);FF*;Fecha medida;Hora medida;Version Firmware
1303.53259;0.66880;871.80884; 1368.06848;1.22592;1677.14307
1303.87366;0.63993;834.39349; 1368.56042;1.17300;1605.32251
1304.19397;0.61178;797.87897; 1369.02795;1.12139;1535.21802
1304.49341;0.58707;765.83258; 1369.45654;1.07611;1473.67969
1304.77466;0.56448;736.51324; 1369.85583;1.03468;1417.36865
1305.03308;0.54316;708.84436; 1370.22571;0.99562;1364.21997
1305.28467;0.52407;684.05798; 1370.57703;0.96062;1316.60059
1305.51770;0.50582;660.35400; 1370.90552;0.92716;1271.05530
1305.73694;0.48759;636.65887; 1371.21997;0.89375;1225.52209
1305.94531;0.47071;614.72302; 1371.51660;0.86281;1183.36438
1306.13831;0.45507;594.37830; 1371.79138;0.83414;1144.26013
1306.31177;0.43887;573.30042; 1372.04944;0.80445;1103.74329
1306.48010;0.42284;552.43018; 1372.30164;0.77506;1063.62146
1311.39307;0.00000;0.00000; 1379.42468;0.00000;0.00000
